id,title,authors,journal,year,source
460,measuring social desirability using a novel machine learning approach based on eeg data,"baumgartl h., sauter d., roessler p., buettner r.","proceedings of the 24th pacific asia conference on information systems: information systems (is) for the future, pacis 2020",2020,scopus
461,non-contact sleep stage detection using canonical correlation analysis of respiratory sound,"xue b., deng b., hong h., wang z., zhu x., feng d.d.",ieee journal of biomedical and health informatics,2020,scopus
462,a computational intelligence tool for the detection of hypertension using empirical mode decomposition,"soh d.c.k., ng e.y.k., jahmunah v., oh s.l., san t.r., acharya u.r.",computers in biology and medicine,2020,scopus
463,machine learning based classification of eeg signal for detection of child epileptic seizure without snipping,"sethy p.k., panigrahi m., vijayakumar k., behera s.k.",international journal of speech technology,2021,scopus
464,neuromuscular disease detection employing 1d-local binary pattern of electromyography signals,"prasad chandra p., singha roy s., chatterjee s.","proceedings of 2020 ieee applied signal processing conference, aspcon 2020",2020,scopus
465,comprehensive review on brain tumor detection techniques-a data science perspective,"kruthika reddy m., naveen kumar k., raj kumar g.v.s.",international journal of advanced science and technology,2020,scopus
466,sequential convolutional neural networks for classification of cognitive tasks from eeg signals,"suchetha m., madhumitha r., sorna meena m., sruthi r.",applied soft computing,2021,scopus
467,proprioceptive recognition with artificial neural networks based on organizations of spinocerebellar tract and cerebellum,"guang h., ji l.",international journal of neural systems,2019,scopus
468,deep brain simulation wearable iot sensor device based parkinson brain disorder detection using heuristic tubu optimized sequence modular neural network,"alzubi a.a., alarifi a., al-maitah m.",measurement: journal of the international measurement confederation,2020,scopus
469,eeg-based epilepsy recognition via multiple kernel learning,"yao y., ding y., zhong s., cui z.",computational and mathematical methods in medicine,2020,scopus
470,eeg classification via convolutional neural network-based interictal epileptiform event detection,"thomas j, comoretto l, jin j, dauwels j, cash ss, westover mb.",annu int conf ieee eng med biol soc,2018,pubmed
471,a novel traffic accident detection method with comprehensive traffic flow features extraction,"zhu l., wang b., yan y., guo s., tian g.","signal, image and video processing",2022,scopus
472,patient-specific method of sleep electroencephalography using wavelet packet transform and bi-lstm for epileptic seizure prediction,"cheng c., you b., liu y., dai y.",biomedical signal processing and control,2021,scopus
473,"deep learning in cancer diagnosis and prognosis prediction: a minireview on challenges, recent trends, and future directions","tufail a.b., ma y.-k., kaabar m.k.a., martínez f., junejo a.r., ullah i., khan r.",computational and mathematical methods in medicine,2021,scopus
474,using deep clustering to improve fmri dynamic functional connectivity analysis,"spencer a.p.c., goodfellow m.",neuroimage,2022,scopus
475,deep lung auscultation using acoustic biomarkers for abnormal respiratory sound event detection,"tiwari u., bhosale s., chakraborty r., kopparapu s.k.","icassp, ieee international conference on acoustics, speech and signal processing - proceedings",2021,scopus
476,u-sleep: resilient high-frequency sleep staging,"perslev m., darkner s., kempfner l., nikolic m., jennum p.j., igel c.",npj digital medicine,2021,scopus
477,behavioral change prediction from physiological signals using deep learned features,"diraco g., siciliano p., leone a.",sensors,2022,scopus
478,pain control by co-adaptive learning in a brain-machine interface,"zhang s., yoshida w., mano h., yanagisawa t., mancini f., shibata k., kawato m., seymour b.",current biology,2020,scopus
479,an engine-fault-diagnosis system based on sound intensity analysis and wavelet packet pre-processing neural network,"wang y.s., liu n.n., guo h., wang x.l.",engineering applications of artificial intelligence,2020,scopus
480,the legacy of the ttasaan report—premature conclusions and forgotten promises: a review of policy and practice part i,"pavel d.g., henderson t.a., debruin s.",frontiers in neurology,2022,scopus
481,automated brain image classification based on vgg-16 and transfer learning,"kaur t., gandhi t.k.","proceedings - 2019 international conference on information technology, icit 2019",2019,scopus
482,multi chunk learning based auto encoder for video anomaly detection,"qi x., ji g., zhang j., sheng b.",intelligent automation and soft computing,2022,scopus
483,schizophrenia eeg signal classification based on swarm intelligence computing,"prabhakar sk, rajaguru h, kim sh.",comput intell neurosci,2020,pubmed
484,safecar: a brain–computer interface and intelligent framework to detect drivers’ distractions,"martínez beltrán e.t., quiles pérez m., lópez bernal s., martínez pérez g., huertas celdrán a.",expert systems with applications,2022,scopus
485,"resting tremor classification and detection in parkinson's disease patients,","carmen camara, pedro isasi, kevin warwick, virginie ruiz, tipu aziz, john stein, eduard bakštein,","biomedical signal processing and control,",2015,sciencedirect
486,functional integration and segregation in multiplex brain networks for alzheimer's disease,"cai l, wei x, liu j, zhu l, wang j, deng b, yu h, wang r.",front neurosci,2020,pubmed
487,optogenetics: implications for alzheimer’s disease research and therapy,"mirzayi p., shobeiri p., kalantari a., perry g., rezaei n.",molecular brain,2022,scopus
488,eeg-gnn: graph neural networks for classification of electroencephalogram (eeg) signals,"andac demir, toshiaki koike-akino, ye wang, masaki haruna, deniz erdogmus",preprints,2021,arxiv
489,classification of brain mr images using modified version of simplified pulse-coupled neural network and linear programming twin support vector machines,"shanker r., bhattacharya m.",journal of supercomputing,2022,scopus
490,"estimating brain age from structural mri and meg data: insights from dimensionality reduction techniques,","alba xifra-porxas, arna ghosh, georgios d. mitsis, marie-hélène boudrias,","neuroimage,",2021,sciencedirect
491,"emg-based posture classification using a convolutional neural network for a myoelectric hand,","yusuke yamanoi, yosuke ogiri, ryu kato,","biomedical signal processing and control,",2020,sciencedirect
492,"functional connectomics from a “big data” perspective,","mingrui xia, yong he,","neuroimage,",2017,sciencedirect
493,an eeg-based systematic explainable detection framework for probing and localizing abnormal patterns in alzheimer's disease,"song z., deng b., wang j., yi g.",journal of neural engineering,2022,scopus
494,"children at risk for dyslexia show deficient left-hemispheric memory representations for new spoken word forms,","a. nora, h. renvall, m. ronimus, j. kere, h. lyytinen, r. salmelin,","neuroimage,",2021,sciencedirect
495,a multi-view svm approach for seizure detection from single channel eeg signals,"jana g.c., praneeth m.s., agrawal a.",iete journal of research,2021,scopus
496,complexity analysis of eeg in patients with social anxiety disorder using fuzzy entropy and machine learning techniques,"al-ezzi a., al-shargabi a.a., al-shargie f., zahary a.t.",ieee access,2022,scopus
497,"predicting conversion from mci to ad by integrating rs-fmri and structural mri,","seyed hani hojjati, ata ebrahimzadeh, ali khazaee, abbas babajani-feremi,","computers in biology and medicine,",2018,sciencedirect
498,"the expanding horizons of network neuroscience: from description to prediction and control,","pragya srivastava, panagiotis fotiadis, linden parkes, dani s. bassett,","neuroimage,",2019,sciencedirect
499,ovarian cyst detection using neural networks,"benazir begam r., yogalakshmi v., saranya g., gururaj d., jagtap s., ravanan v.","proceedings of the international conference on electronics and renewable systems, icears 2022",2022,scopus
500,classification of grain storage inventory modes based on temperature contour map of grain bulk using back propagation neural network,"cui h., zhang q., zhang j., wu z., wu w.",agriculture (switzerland),2021,scopus
501,learning of brain connectivity features for eeg-based person identification,"nyah n., christou n.",acm international conference proceeding series,2019,scopus
502,prediction of cardiovascular diseases by integrating multi-modal features with machine learning methods,"li p., hu y., liu z.-p.",biomedical signal processing and control,2021,scopus
503,"a comparative analysis of seizure detection via scalogram using googlenet, alexnet and squeezenet","khan i.d., khan m.h., farooq o., khan y.u.","proceedings - 1st international conference on smart technologies communication and robotics, stcr 2021",2021,scopus
504,subject sensitive eeg discrimination with fast reconstructable cnn driven by reinforcement learning: a case study of asd evaluation,"dong h., chen d., zhang l., ke h., li x.",neurocomputing,2021,scopus
